isced11,iscedf13,sex,geo,time,value
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,United Kingdom,2015,1553
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,United Kingdom,2016,1531
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,United Kingdom,2017,1590
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,United Kingdom,2018,1675
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,United Kingdom,2019,2082
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Bosnia and Herzegovina,2019,213
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Bosnia and Herzegovina,2020,236
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Bosnia and Herzegovina,2021,210
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Bosnia and Herzegovina,2022,213
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Bosnia and Herzegovina,2023,105
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Montenegro,2021,10
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Montenegro,2023,19
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2013,60
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2014,44
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2015,73
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2016,34
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2017,77
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2018,20
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2019,35
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2020,23
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2021,30
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2022,24
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,North Macedonia,2023,36
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Georgia,2023,89
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Albania,2021,465
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Albania,2022,376
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Albania,2023,380
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2014,653
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2015,726
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2016,332
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2017,349
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2018,322
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2019,321
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2020,321
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2021,220
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2022,308
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Serbia,2023,253
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2014,2082
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2015,2486
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2016,2798
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2017,3150
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2018,3502
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2019,5083
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2020,3451
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2021,4043
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2022,4459
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Total,Türkiye,2023,4327
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2013,381
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2014,362
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2015,226
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2016,322
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2017,301
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2018,299
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2019,282
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2020,315
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2021,298
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2022,327
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Belgium,2023,270
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2013,213
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2014,211
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2015,235
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2016,160
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2017,230
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2018,216
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2019,223
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2020,250
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2021,216
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2022,272
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Bulgaria,2023,243
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2013,649
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2014,524
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2015,436
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2016,461
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2017,408
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2018,440
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2019,382
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2020,378
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2021,355
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2022,317
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Czechia,2023,357
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2013,57
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2014,81
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2015,66
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2016,85
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2017,83
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2018,78
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2019,107
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2020,86
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2021,106
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2022,89
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Denmark,2023,80
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2013,1086
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2014,1134
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2015,1151
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2016,1246
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2017,1362
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2018,1339
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2019,1298
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2020,1245
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2021,1169
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2022,1189
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Germany,2023,1078
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2013,38
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2014,26
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2015,32
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2016,30
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2017,35
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2018,28
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2019,26
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2020,24
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2021,18
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2022,16
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Estonia,2023,25
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2013,38
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2014,26
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2015,16
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2016,45
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2017,43
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2018,60
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2019,51
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2020,86
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2021,47
Master's or equivalent level,"Agriculture, forestry, fisheries and veterinary",Males,Ireland,2022,84
