age,sex,isced11,geo,age_numeric,value
9 years,Females,Master's or equivalent level,Austria,9,0
9 years,Females,Master's or equivalent level,Belgium,9,0
9 years,Females,Master's or equivalent level,Bosnia and Herzegovina,9,0
9 years,Females,Master's or equivalent level,Bulgaria,9,0
9 years,Females,Master's or equivalent level,Croatia,9,0
9 years,Females,Master's or equivalent level,Cyprus,9,0
9 years,Females,Master's or equivalent level,Czechia,9,0
9 years,Females,Master's or equivalent level,Denmark,9,0
9 years,Females,Master's or equivalent level,Estonia,9,0
9 years,Total,Bachelor's or equivalent level,Cyprus,9,0
9 years,Females,Master's or equivalent level,Greece,9,0
9 years,Females,Master's or equivalent level,France,9,0
9 years,Females,Bachelor's or equivalent level,Germany,9,0
9 years,Females,Master's or equivalent level,Germany,9,0
9 years,Males,Bachelor's or equivalent level,Germany,9,0
9 years,Males,Master's or equivalent level,Germany,9,0
9 years,Females,Bachelor's or equivalent level,Serbia,9,0
9 years,Total,Master's or equivalent level,Malta,9,0
9 years,Females,Bachelor's or equivalent level,Romania,9,0
9 years,Females,Bachelor's or equivalent level,Norway,9,0
9 years,Total,Master's or equivalent level,Netherlands,9,0
9 years,Total,Master's or equivalent level,North Macedonia,9,0
9 years,Total,Master's or equivalent level,Norway,9,0
9 years,Total,Master's or equivalent level,Poland,9,0
9 years,Total,Master's or equivalent level,Portugal,9,0
9 years,Total,Master's or equivalent level,Romania,9,0
9 years,Total,Master's or equivalent level,Serbia,9,0
9 years,Total,Master's or equivalent level,Slovakia,9,0
9 years,Total,Master's or equivalent level,Slovenia,9,0
9 years,Total,Master's or equivalent level,Spain,9,0
9 years,Total,Master's or equivalent level,Sweden,9,0
9 years,Total,Master's or equivalent level,Switzerland,9,0
9 years,Total,Master's or equivalent level,Türkiye,9,0
9 years,Total,Master's or equivalent level,United Kingdom,9,0
9 years,Females,Bachelor's or equivalent level,Italy,9,0
9 years,Females,Bachelor's or equivalent level,Latvia,9,0
9 years,Females,Bachelor's or equivalent level,Liechtenstein,9,0
9 years,Females,Bachelor's or equivalent level,Lithuania,9,0
9 years,Females,Bachelor's or equivalent level,Luxembourg,9,0
9 years,Females,Bachelor's or equivalent level,Malta,9,0
9 years,Females,Bachelor's or equivalent level,Montenegro,9,0
9 years,Females,Bachelor's or equivalent level,Netherlands,9,0
9 years,Females,Bachelor's or equivalent level,North Macedonia,9,0
9 years,Females,Bachelor's or equivalent level,Portugal,9,0
9 years,Total,Bachelor's or equivalent level,Croatia,9,0
9 years,Males,Bachelor's or equivalent level,Poland,9,0
9 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,9,0
9 years,Females,Master's or equivalent level,Poland,9,0
9 years,Females,Master's or equivalent level,Portugal,9,0
9 years,Females,Master's or equivalent level,Romania,9,0
9 years,Females,Master's or equivalent level,Serbia,9,0
9 years,Females,Master's or equivalent level,Slovakia,9,0
9 years,Females,Master's or equivalent level,Slovenia,9,0
9 years,Females,Master's or equivalent level,Spain,9,0
9 years,Females,Master's or equivalent level,Sweden,9,0
9 years,Females,Master's or equivalent level,Switzerland,9,0
9 years,Females,Master's or equivalent level,Türkiye,9,0
9 years,Females,Master's or equivalent level,United Kingdom,9,0
9 years,Males,Bachelor's or equivalent level,Austria,9,0
9 years,Males,Bachelor's or equivalent level,Belgium,9,1
9 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,9,0
9 years,Males,Bachelor's or equivalent level,Bulgaria,9,0
9 years,Males,Bachelor's or equivalent level,Croatia,9,0
9 years,Males,Bachelor's or equivalent level,Cyprus,9,0
9 years,Males,Bachelor's or equivalent level,Czechia,9,0
9 years,Males,Bachelor's or equivalent level,Denmark,9,0
9 years,Males,Bachelor's or equivalent level,Estonia,9,0
9 years,Males,Bachelor's or equivalent level,Finland,9,0
9 years,Males,Bachelor's or equivalent level,France,9,0
9 years,Males,Bachelor's or equivalent level,Greece,9,0
9 years,Males,Bachelor's or equivalent level,Hungary,9,0
9 years,Males,Bachelor's or equivalent level,Iceland,9,0
9 years,Females,Master's or equivalent level,Norway,9,0
9 years,Males,Bachelor's or equivalent level,Ireland,9,0
9 years,Females,Master's or equivalent level,North Macedonia,9,0
9 years,Females,Master's or equivalent level,Montenegro,9,0
9 years,Total,Bachelor's or equivalent level,Germany,9,0
9 years,Females,Bachelor's or equivalent level,Austria,9,0
9 years,Females,Bachelor's or equivalent level,Belgium,9,0
9 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,9,0
9 years,Females,Bachelor's or equivalent level,Bulgaria,9,0
9 years,Females,Bachelor's or equivalent level,Croatia,9,0
9 years,Females,Bachelor's or equivalent level,Cyprus,9,0
9 years,Females,Bachelor's or equivalent level,Czechia,9,0
9 years,Females,Bachelor's or equivalent level,Denmark,9,0
9 years,Females,Bachelor's or equivalent level,Estonia,9,0
9 years,Females,Bachelor's or equivalent level,Finland,9,0
9 years,Females,Bachelor's or equivalent level,France,9,0
9 years,Females,Bachelor's or equivalent level,Greece,9,0
9 years,Females,Bachelor's or equivalent level,Hungary,9,0
9 years,Females,Bachelor's or equivalent level,Iceland,9,0
9 years,Females,Bachelor's or equivalent level,Ireland,9,0
9 years,Females,Master's or equivalent level,Hungary,9,0
9 years,Females,Master's or equivalent level,Iceland,9,0
9 years,Females,Master's or equivalent level,Ireland,9,0
9 years,Females,Master's or equivalent level,Italy,9,0
9 years,Females,Master's or equivalent level,Latvia,9,0
9 years,Females,Master's or equivalent level,Liechtenstein,9,0
9 years,Females,Master's or equivalent level,Lithuania,9,0
9 years,Females,Master's or equivalent level,Luxembourg,9,0
9 years,Females,Master's or equivalent level,Malta,9,0
9 years,Females,Master's or equivalent level,Netherlands,9,0
9 years,Males,Bachelor's or equivalent level,Italy,9,0
9 years,Males,Bachelor's or equivalent level,Latvia,9,0
9 years,Males,Bachelor's or equivalent level,Liechtenstein,9,0
9 years,Males,Master's or equivalent level,Iceland,9,0
9 years,Males,Master's or equivalent level,Ireland,9,0
9 years,Males,Master's or equivalent level,Italy,9,0
9 years,Males,Master's or equivalent level,Latvia,9,0
9 years,Males,Master's or equivalent level,Liechtenstein,9,0
