iscedf13,isced11,sex,geo,time,value
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2021,91751
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2022,92001
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2023,90847
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2014,141059
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2015,147648
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2016,153935
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2017,156979
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2018,160955
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2019,165264
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2020,168511
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2021,179153
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2022,177317
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Spain,2023,176557
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2014,144609
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2015,133122
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2016,128350
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2017,131877
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2018,135689
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2019,118326
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2020,119920
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2021,125062
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2022,133549
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2023,130053
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2014,7256
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2015,5689
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2016,6144
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2017,6387
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2018,6500
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2019,5846
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2020,6049
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2021,5940
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2022,5730
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2023,5657
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2014,172876
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2015,190622
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2016,160555
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2017,162152
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2018,183824
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2019,190359
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2020,195986
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2021,208639
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2022,214367
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2023,228613
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2014,1788
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2015,1821
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2016,1839
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2017,1873
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2018,2020
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2019,2035
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2020,2066
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2021,2283
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2022,2259
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Cyprus,2023,2569
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2014,6158
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2015,5437
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2016,4977
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2017,5449
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2018,5123
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2019,5135
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2020,4464
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2021,4454
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2022,5128
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2023,5105
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2014,13264
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2015,12415
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2016,11455
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2017,8573
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2018,7720
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2019,7323
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2020,7139
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2021,7569
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2022,7735
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2023,8083
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2014,554
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2015,616
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2016,504
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2017,524
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2018,483
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2019,452
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2020,471
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2021,478
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2022,450
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2023,394
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2014,19535
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2015,17124
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2016,16109
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2017,15852
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2018,16427
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2019,17154
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2020,17962
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2021,19277
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2022,20818
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2023,22072
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2014,809
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2015,892
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2016,974
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2017,1000
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2018,995
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2019,1024
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2020,1082
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2021,1204
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2022,1239
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2023,1371
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2014,65221
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2015,64557
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2016,62655
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2017,63055
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2018,65006
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2019,70646
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2020,76159
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2021,83147
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2022,86857
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2023,80741
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2014,22597
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2015,33069
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2016,32792
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2017,32854
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2018,30881
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2019,20637
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2020,19965
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2021,20248
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2022,19679
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Austria,2023,19172
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2014,102776
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2015,103112
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2016,97463
